video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=8CCkv_-eWog&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@RtiEnglish,RTI English,"Haven for HK protesters? | Taiwan Insider | Dec. 12, 2019 | RTI",244,6 years,Reports say that hundreds of HK protesters have fled to Taiwan to escape harsh punishment. Is Taiwan becoming a haven for HK ...,2026-01-22 03:07:05.960352
/watch?v=8UNKR5QzeXw&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@RtiEnglish,RTI English,How Hong Kong protests impacted Taiwan,300,6 years,Natalie Tso speaks with political analyst Courtney Donovan Smith about how HK protests have impacted the public and the ...,2026-01-22 03:07:05.962300
/watch?v=VNmZkJdcLlI&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@SouthChinaMorningPost,South China Morning Post,Taiwanese send messages of solidarity to Hong Kong protesters,23K,5 years,Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube Walls covered with colourful Post-it notes and ...,2026-01-22 03:07:05.964735
/watch?v=I5idv5Sq37g&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@Bloomberg-News,Bloomberg News,Hong Kong Protesters Tie-Up Reporter they Thought Was Chinese Spy,14K,6 years,Protesters clashed with police outside Hong Kong's airport after a standoff over a man protesters beat alleging he was an ...,2026-01-22 03:07:05.967451
/watch?v=mkjAhlvld68&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@CBSMornings,CBS Mornings,"Hong Kong protesters barricaded: ""This university is not the last battle""",80K,6 years,Around 100 pro-democracy protesters are barricaded inside a Hong Kong university in a tense standoff with police. They're facing ...,2026-01-22 03:07:05.968779
/watch?v=HiMymU6SbNc&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@FoxNews,Fox News,"Demonstrators surround government buildings in Hong Kong, protest against extradition bill",162K,6 years,Hong Kong residents block roads in new protest; Connell McShane reports.,2026-01-22 03:07:05.971880
/watch?v=QNmjsTu9srw&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@euronews,euronews,Police in Hong Kong fire tear gas as street protests continue,3.3K,6 years,Protests at proposed extradition laws have widened to include demands for the resignation of Hong Kong's leader and democratic ...,2026-01-22 03:07:05.973220
/watch?v=ZDDDyFs61L0&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@CNBCtelevision,CNBC Television,Hong Kong protestors attacked in violent melee at train station,8.9K,6 years,Assailants armed with metal rods and wooden poles attacked Hong Kong protestors inside a commuter rail station on Sunday.,2026-01-22 03:07:05.976569
/watch?v=TWf1_kT03yw&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@CBSMornings,CBS Mornings,Teenage boy shot as protests raged in Hong Kong,87K,6 years,Weeks of anti-government protests in Hong Kong took yet another violent turn when a teenage boy was shot. Mass transit service ...,2026-01-22 03:07:05.977858
/watch?v=A9OCwuVcX2c&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@wsj,The Wall Street Journal,Hong Kong Protests Beijing Intervention in Swearing-In Dispute,5K,9 years,"Despite a big protest in Hong Kong on Sunday night against Beijing's intervention, China's top legislative body on Monday barred ...",2026-01-22 03:07:05.979113
/watch?v=YNObcXPlUXs&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@Bloomberg-News,Bloomberg News,Hong Kong Pro-Democracy Advocates Guilty Over Protest in 2019,2.4K,4 years,"Hong Kong's “father of democracy” Martin Lee, media mogul Jimmy Lai and politician Lee Cheuk-yan were among a group of ...",2026-01-22 03:07:05.980389
/watch?v=kG62SDFl8C4&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@SBSDateline,SBS Dateline,Meet the forces behind Hong Kong's historic protests,168K,6 years,How do you turn an entire city into a protest movement? Dateline meets the organisers of Hong Kong's pro-democracy protests.,2026-01-22 03:07:05.984324
/watch?v=qLxw19eJGv0&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@CBSNews,CBS News,Hong Kong protesters refuse to back down over extradition bill,14K,6 years,Protesters in Hong Kong are refusing to back down after the city's embattled leader Carrie Lam ignored a deadline to permanently ...,2026-01-22 03:07:05.985809
/watch?v=cp2a4v3hBVg&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@FoxNews,Fox News,China blames US for Hong Kong protests,252K,11 years,Dr. Michael Pillsbury gives his take on whether compromise can be achieved between the government and protesters.,2026-01-22 03:07:05.989123
/watch?v=Mny521jpHLk&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@CBSLA,CBS LA,Estimated 1.7 Million Turn Out For Pro-Democrary Protests In Hong Kong,2.6K,6 years,"Organizers praised protesters for remaining peaceful, a direct contrast to some of the previous gatherings. Lesley Marin reports.",2026-01-22 03:07:05.990313
/watch?v=XKuiYHhDeBM&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp0gcJCYcKAYcqIYzv,/@CBSNews,CBS News,Hong Kong residents protest increasing Chinese control,2.9K,6 years,"Millions of protestors took to the streets of Hong Kong over fears of increasing chinese control, despite the suspension of an ...",2026-01-22 03:07:05.991555
/watch?v=g9QIETD4QV0&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@nytimes,The New York Times,Hear Hong Kong Protesters Read Their Final Goodbyes | The Dispatch,293K,6 years,"As violence escalates between demonstrators and the police in Hong Kong, protesters have started writing “last letters” to their ...",2026-01-22 03:07:05.994897
/watch?v=RYY7nbfFKpA&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@AFP,AFP News Agency,Police arrest Hong Kong protesters at clashes | AFP,1.5K,6 years,Hong Kong police make multiple arrests after they fired tear gas and rubber bullets Sunday evening to disperse pro-democracy ...,2026-01-22 03:07:05.996169
/watch?v=rWTZ77C3xb4&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@VOANews,Voice of America,Time-lapse: Hong Kong Protesters March to Government Offices Demanding City Leader’s Resignation,20K,6 years,"Protesters clad in black marched in Hong Kong on Sunday, June 16, demanding that the city's leader steps down over her ...",2026-01-22 03:07:06.000256
/watch?v=Bm3q4fZHCZc&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@markets,Bloomberg Television,"Hong Kong Protesters Clash With Police Again, Schools Close",60K,6 years,"Nov.13 -- Hong Kong has seen many violent days since the unrest began in June, but the disruption this week has taken things to ...",2026-01-22 03:07:14.442267
/watch?v=kMMO7etPocc&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@NextAnimationNews,News Direct,Hong Kong police fire tear gas and water cannons at protesters,828,6 years,"For story suggestions or custom animation requests, contact tips@nextanimation.com.tw.",2026-01-22 03:07:14.443622
/watch?v=ze-kp9lAxqg&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@markets,Bloomberg Television,Hong Kong Protesters Shut Down the MTR Again,12K,6 years,"Oct.14 -- Hong Kong's subway system has closed early for more than a week, cutting off the main mode of transportation for ...",2026-01-22 03:07:14.446260
/watch?v=uDZ1sAPXd0U&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@jamesxmorris,James X. Morris,"Hong Kong & Taiwan protestors in Taipei's Ximenting, 14 September 2019 (unedited video)",165,6 years,Protestors in Taipei demonstrating in solidarity with ongoing Hong Kong protests. Demonstrators were both Hong Kongese in ...,2026-01-22 03:07:14.448162
/watch?v=xzs1EsNdxfM&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@FinancialTimes,Financial Times,On the ground at the Hong Kong protests,140K,6 years,"After a day of protests about a proposed extradition law, police in Hong Kong fired pepper spray, tear gas and rubber bullets at ...",2026-01-22 03:07:14.450027
/watch?v=F1AqypOKG2s&t=1s&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@ITVNews,ITV News,Why are there protests in Hong Kong? | ITV News,10K,6 years,"Hong Kong is in the grip of a political crisis, as protesters have taken to the streets to reject a proposed extradition bill, in some of ...",2026-01-22 03:07:14.452016
/watch?v=amQ1uRta3lw&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@TheYoungTurks,The Young Turks,Hong Kong Protestors Stand Up in 2019,9.6K,6 years,"Cenk Uygur, Ana Kasparian, and John Iadarola discuss the protestors in Hong Kong on TYT's 2019 Turks and Jerks special.",2026-01-22 03:07:14.453475
/watch?v=A1XfRAWgFqY&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@abc7news,ABC7 News Bay Area,College students clash over 'Lennon Wall' for Hong Kong protests,8.3K,6 years,"In response to the protests in Hong Kong, so-called ""John Lennon Walls"" -- filled with sticky notes showing solidarity with the ...",2026-01-22 03:07:14.455016
/watch?v=qj2nuIni7LE&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@NBCNews,NBC News,Authorities Call Ongoing Hong Kong Protests Among Worst Crisis In Region’s History | NBC News Now,30K,6 years,"As protests in Hong Kong continue over the proposed extradition bill, Chinese authorities say the region is facing the worst crisis ...",2026-01-22 03:07:14.456855
/watch?v=T1YlHC5ogGQ&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@BBCNews,BBC News,"Hong Kong protests: 'I was born here, I'm a Hongkonger too' - BBC News",90K,6 years,"Hong Kong is a Chinese city that has long had a vibrant ethnic minority community, many of whom are South Asian. They've come ...",2026-01-22 03:07:14.458987
/watch?v=5ukgpgAJUnM&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@CBSNews,CBS News,Hong Kong's Polytechnic University becomes a major flashpoint in protests,32K,6 years,Hundreds of people were trapped inside Hong Kong's Polytechnic University as the police cracked down on the campus using ...,2026-01-22 03:07:14.460850
/watch?v=BERRu2yyUDM&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@France24_en,FRANCE 24 English,Hong Kong protesters escalate fight in suburbs,6K,6 years,Subscribe to France 24 now: http://f24.my/youtubeEN FRANCE 24 live news stream: all the latest news 24/7 http://f24.my/YTliveEN ...,2026-01-22 03:07:14.462164
/watch?v=LJCitIFAmQk&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@ITVNews,ITV News,Hong Kong airport grounds all flights as protests continue | ITV News,3.5K,6 years,One of the world's busiest airports cancelled all flights after thousands of Hong Kong pro-democracy protesters crowded into the ...,2026-01-22 03:07:14.464009
/watch?v=KKx3JwPFrek&t=1s&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@CNBCtelevision,CNBC Television,Hong Kong protests: General strike paralyzes city as clashes with police intensify,2.2K,6 years,"Protests and a general strike have paralyzed Hong Kong. The city's chief executive, Carrie Lam, warned of a 'very dangerous ...",2026-01-22 03:07:14.466123
/watch?v=il3e5IrKp9U&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@Formosa_News,Formosa News (民視英語新聞),‘Revolution of Our Times’ director talks HK protests and Taiwanese democracy,1.6K,3 years,"Last year''s Golden Horse film awards honored Hong Kong democracy activists with a Best Documentary award, for ""Revolution of ...",2026-01-22 03:07:14.467389
/watch?v=18xrGGGzY-s&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp0gcJCYcKAYcqIYzv,/@VOANews,Voice of America,New US Legislation to Support Hong Kong Protesters Draws Angry Rebuke from China,14K,6 years,China is barring American Navy ships and military aircraft from visiting Hong Kong in retaliation for the Hong Kong Human Rights ...,2026-01-22 03:07:14.468709
/watch?v=3RYZmeV6Lcw&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@PBSNewsHour,PBS NewsHour,How Beijing is likely to respond to escalating Hong Kong protest violence,11K,6 years,"Police in Hong Kong have tightened their siege on the campus of the Polytechnic University, where hundreds of protesters are ...",2026-01-22 03:07:14.470058
/watch?v=1Ooo3qunkjs&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@Bloomberg-News,Bloomberg News,Will China's Army  Intervene in the Hong Kong Protests?,32K,6 years,It has suddenly become one of the biggest questions in Hong Kong: What will the Chinese military do? After 8 weeks of ...,2026-01-22 03:07:14.472001
/watch?v=59tD3wuaims&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp,/@bbcstories,BBC Stories,Hong Kong protests: Why we stormed the parliament - BBC Stories,7.1K,6 years,"On 1 July 2019, hundreds of protesters stormed Hong Kong's Legislative Council, (Legco), spraying graffiti and defacing symbols ...",2026-01-22 03:07:14.473931
/watch?v=ltG5l0gONT0&pp=ygUeaG9uZyBrb25nIHByb3Rlc3RzIDIwMTkgVGFpcGVp0gcJCYcKAYcqIYzv,/@euronews,euronews,Watch: Chanting child strikes up rapport with Hong Kong protesters,9.5K,6 years,A child shouts to pro-democracy protestors as they march below the overpass on Sunday in Hong Kong. An estimated 1.7 people ...,2026-01-22 03:07:14.475304
